post_id,from_id,likes,reposts,text,comments,views,date
1333,243760544,8,0,"Как белилами натёртый
Город снегом - с ним и мы.
Разыгрался март - четвёртый 
Месяц питерской зимы 🌨❄️

#Питер #зимавесна #подорогенаработу #спбгу",0,77,1680073572
5755,2229873,17,1,"#спбгу #фмо #нарратив #деньрождения

🌷🌷🌷Сегодня 28 марта факультету международных отношений СПбГУ исполнилось 29 лет. Дата серьезная, и я уверена, что впереди еще много свершений, достижений и открытий. Сегодня целый день провела на факультете. 

💕А история, связанная с факультетом, всегда только о любви. Она немного грустная. Почти по-шекспировски. Тем не менее, все остались живы. Отношения, тем  более международные - вещь запутанная, сложная. С этой истории началось мое знакомство с факультетом. Точнее, с одного удивительного голоса. А потом не менее удивительного ума, который генерировал тексты, шутки, идеи, на уровне, граничащем с гениальностью. И цена этих двух влюбленностей - высока. К сожалению, обе не взаимны.

☀Предполагавшийся perpetual sunrise стал началом мучительного взросления. Хорошо оставаться детьми, но детей не берут в серьезную дорогу, с детьми не считаются, детей оберегают от большого мира, детям не позволяют принимать решения. Особенность ФМО - в том, что это путь взросления, принятия ответственности и прогнозирования последствий. Потому что в международных отношениях и в мировой политике другого и быть не может. И для меня честь - быть частью этого процесса. 

✨Я благодарна факультету за это внутреннее взросление, за возможность исправлять свои ошибки и самостоятельно принимать решения. Этот год не юбилейный, но все же - с днём рождения!

#spbu #schoolofir #narrative #bday

🌷🌷🌷Today on March 28 the School of International Relations celebrates its 29th birthday. Congratulations! It's only youth time though, and lots of discoveries are still ahead. Today I've spent almost the whole day at the School of IR and I've made some of my personal discoveries.

💕My narrative about the School is surely about love. The story is a bit sad though. Almost Shakespearean. However, everyone is alive. Relations, especially international relations are complicated and always entangled. This story opens my personal journey at the School. It all began one spring day when the sun lit the corridors of the old monastery. It all began with the voice I'll never forget. Then it continued with intelligence, wit and ingenuity of a man who was telling jokes, generating ideas, writing texts almost like an ancient god. And the price of it is high. Unfortunately, the love wasn't shared.

☀My perpetual sunrise was only the beginning of growing as a person. Sometimes it was joy, sometimes - a torture. It's good to be a kid, but kids are not for serious journeys, kids don't make decisions, kids are often put aside and protected from the big world. The School of IR shapes characters, it makes you grow over your disabilities, your mistakes, your weaknesses. It teaches to make decisions, take responsibility and bear with the consequences. International relations and world politics imply no simple or ready-to-digest answers. And I'm honored to be a part of it. 

✨I'm grateful for the maturing, for the chance to correct mistakes and make my own decisions. Today is not an anniversary, still - Happy Birthday!",0,490,1680025865
52178,-52298374,18,7,"Победителям всероссийского студенческого конкурса «Start-up #СПбГУ — 2023» будет предоставлена возможность создать малое инновационное предприятие (МИП). В этом году призовой фонд стал самым большим среди аналогичных конкурсов: гранты на коммерциализацию проектов составят 1 и 1,5 млн рублей: https://vk.cc/cmDPwl.

Рассказываем в карточках всё о бизнес-инкубаторе Университета: от идеи до коммерциализации научной разработки.",0,5180,1680020820
1600,-200548350,48,6,"🧑‍⚕️ «STAYIN ALIVE» НА ВСЮ МОЩЬ🧑‍⚕️

На прошлом собрании студенты-медики провели нашим бойцам и кандидатам важную лекцию об оказании первой помощи. Вместе мы рассмотрели интересные кейсы, которые могут произойти на сезоне, потренировали прием Геймлиха друг на друге, а также узнали последовательность действий при ЧП. 

Интересная и легкая подача помогла нам легко узнать новое и теперь СЭО «Можжевельник» готов ко всему — даже к нападению бобров (но мы очень надеемся, что это не случится).

Отдельная благодарности нашим друзьям из [club217521045|СМО «Нейрон»]! Спасибо [id185990599|Кате], [id87971843|Даше] и [id176500926|Ване] за увлекательную лекцию!

Оставайтесь с нами. Дальше — больше!

#СЭО_Можжевельник #СЭО_СПб #СПбГУ #ШСО_СПБГУ #СПбСО",4,1577,1680019203
2971,-60845585,7,3,#афишаспбгу #афиша_календарь #театрстудияспбгу #theatrespbu #спбгу #spbu,0,293,1680017348
10333,-7488307,18,0,"Завершил наш марафон знакомства с возрастами ШВМ по старшему возрасту🔥

Мы узнали, какие трудности могут возникнуть в работе со старшим отрядом. Как поставить авторитет и многое другое. Сохраняйте себе #КарточкиВожатого , чтобы не забыть всю самую важную информацию💥

#СПО_РОС #ЗажигаемСердца #Since1979 #СПбСО #СПбГУ",0,640,1680015603
2001,145790661,37,5,"В последнее время так много говорю о сети TenChat, как площадке для бизнес-коммуникации, что эксперты уже спрашивают, нет ли у меня с ней контракта. 

[id253864082|Anastasiia Moiseeva], забери меня уже из онлайна😹

#ЛигаЛекторов #Знание #TenChat #медиакоммуникация #СПбГУ #СГТУ",0,704,1680012194
52177,-52298374,150,47,"Делимся любимыми книгами декана факультета психологии #СПбГУ Аллы Шаболтас:

📚Юмористические рассказы Михаила Зощенко
📚Иван Ефремов «Таис Афинская»
📚Рэй Брэдбери «451 градус по Фаренгейту» 
📚Рассказы Антона Чехова
📚Цикл произведений об Эрасте Фандорине Бориса Акунина",0,13962,1680007320
229,-211708031,14,5,"Завершилась международная резиденция Национальной театральной школы в Ереване 🎭 Слушатели получили статус выпускника, успешно пройдя защиту командных проектов. Делимся ключевыми идеями, которые уже сегодня готовы к реализации:

▪Проект «All Armenian»
→ Создание платформы для объединения современных драматургов. Проект откроет новые возможности для сотрудничества драматургов с деятелями культуры и искусства Армении.

▪ Просветительский проект «Театр и современное общество»
→ Проведение лекций и мастер-классов, посещение спектаклей и экскурсий с целью знакомства участников с современным театром Армении.

▪ Проект «Услышь меня»
→ Постановка спектакля при участии людей с нарушением слуха и речи в формате пантомимы. Уникальность проекта заключается в том, что зритель до последнего не будет знать, кто из артистов на сцене театра пантомимы — профессиональный актер или артист с нарушением слуха и речи.

▪ Проект «(Не) Мужское это дело»
→ Создание медиапроекта, направленного на повышение вовлеченности мужской аудитории театров Армении.

▪ Лаборатория для молодых театральных режиссеров «Real-Lab»
→ Проведение смотра творческих проектов, по итогам которого лучшие спектакли молодых режиссеров из регионов Армении будут показаны на сцене профессиональных театров столицы.

▪ Просветительский проект «Этикет театра»
→ Проведение маркетинговой кампании, направленной на знакомство зрителей с театральным этикетом.

Завершился образовательный интенсив торжественным вручением сертификатов выпускника при участии директора [club63976979|Александринского театра] [id2089635|Сергея Емельянова] и директора Национального театра им. Сундукяна Вардана Мкртчяна.

📸 Фото от пресс-службы Театра имени Сундукяна → https://vk.cc/cmzAa4

Проект реализуется при поддержке [club205606768|Президентского фонда культурных инициатив]. Организатор — Благотворительный фонд «Александринский». 
 
Партнеры международной резиденции в Армении — Министерство образования, науки, культуры и спорта Армении, Национальный академический театр им. Г. Сундукяна. 
 
#Ереван #nts_school #александринка #фондпрезидентскихгрантов #СПбГУ #ГИТИС #РГИСИ #Грантдлякреативныхкоманд",0,726,1679996177
2142,-186095582,43,9,"Неделя начинается с хорошей новости!🥳 ""Моя газета +"" и газета Специализированной школы искусств [club218842397|""Школьные будни""] принимали участие во [club21067061|Всероссийском конкурсе по журналистике, рекламе, PR для школьников «Проба пера»], и ""Моя газета+"" получила 3 место в номинации «Пресса и онлайн-издания».

Над выпуском работали: Виктория Петрухина, Таисия Беккашкарова, Маргарита Уткина, а также педагог Наталья Александровна Янина. 

Наши юнкоры показали себя сплочённой командой!😎

#этоМоягазета #МГ_интересное #Моя_газета_life #пробапера #СПбГУ",7,1368,1679994005
52175,-52298374,17,4,"О прохождении медицинских обследований в [club68657808|Клинике имени Пирогова] #СПбГУ для универсантов, брендировании самолёта авиакомпании «Россия» к 300-летию Университета и культурных событиях на неделю — в кратком отчёте о ректорском совещании: https://vk.cc/cmFca1.",0,4238,1679992630
10329,-7488307,19,2,"Сегодня особенный день! Почему? 

Потому что Аня проведёт ШВМ на тему «Социальные дети и разновозрастные отряды»👌

Про все особенности этих детей ты можешь узнать, если окажешься в 216 аудитории 🥰

🕕Когда? -  28 марта (вторник), начало в 18.00
📍Где? -  ул. Смольного 1/3, аудитория 216 (факультет социологии) 
🚌 В 17.30 встречаемся у метро площадь Восстания(выход к Галерее)

До встречи! ❤️‍🔥

#СПО_РОС #ЗажигаемСердца #Since1979 #СПбСО #СПбГУ",2,611,1679986805
1525,-153188145,0,0,"Почему я выбрала химический факультет🧐
 
Когда я училась в школе меня мало что интересовало, кроме музыки 🎵Но в 8 классе началась химия 🧪Это не была любовь с первого взгляда💘И надо сказать, что на мое увлечение химией повлияли родители👨‍👩‍👧
 
Мой отец всегда хотел, чтобы в семье был химик. Ему самому была очень интересна хими. Отец видел больше в  роли химика моего брата, пытался его увлечь, приносил откуда-то колбочки, пытался показывать простейшие опыты ⚗️Но брат прохладно относился к химии и в итоге поступил на физический факультет СПБГУ. Поэтому выбор пал на меня. 

В школе с химией особых проблем у меня не было, но и сильного восторга от этой науки я также не испытывала🤷‍♀️Душа все также лежала к музыке. Но родители настойчиво мне твердили, что известным музыкантом мне не стать и денег в этой профессии не заработать🧠Они работали в Газпроме и всеми силами пытались меня уговорить глубже изучать химию и рассказывали о всех плюсах химических профессий, о работе в лабораториях Газпрома.  

В итоге в девятом классе я уже была твердо убеждена, что буду химиком 👩‍🔬Я решила пойти в класс с углубленным изучением этого предмета. Но я не могу сказать, что на тот момент реально представляла, чем конкретно занимаются химики. Я не была уверена подойдет ли мне, например, монотонная однообразная работа в лаборатории, ведь я же человек сцены 🎼Было некое инертное состояние, всё шло так,как шло. 

Химия мне нравилась. Нельзя сказать, что я любую тему понимала с первого раза и у меня никогда не было трудностей🫥Мне приходилось учить, много заниматься, тренироваться. Химия - предмет логичный, системный. Тому, кто дружит с математикой он дается гораздо проще, чем, например, гуманитариям👌
 
Вот так, не зная точно куда я иду и что там будет, я решила поступать на химический факультет☝🏻
 
Если вы хотите больше узнать о будущей профессии, о каком-то конкретном факультете, можно в соцсетях найти студентов или выпускников интересующего вас вуза и задать свои вопросы. Я этого не знала в тот год, когда поступала, и поэтому так не делала. 
 
В моем блоге также есть темы по профориентации. Если вам актуально, напишите в комментариях или в личные сообщения и я подготовлю для вас материал😊
 
Жду вас на своих курсах по подготовке к ЕГЭ и ОГЭ по химии и по биологии, а также на индивидуальных занятиях. 
 
✅Курсы по подготовке к ЕГЭ - 4500 руб. в месяц (12 уроков). 
 
✅Курсы по подготовке к ОГЭ - 3900 руб. в месяц (12 уроков). 
 
✅Индивидуальное занятие – 2500 руб за 60 минут. 
 
✅Сопровождение с разработкой индивидуальной программы - 1500 руб. в месяц. Разработка индивидуальной программы (видеолекции в записи и тесты с моей проверкой) после одной онлайн-встречи с учеником. 
 
✅Разработка индивидуальной программы - 2500 руб. разово. Разработка индивидуальной программы (видеолекции в записи и тесты). 
 
Записаться можно через личные сообщения сообщества✍️

#химия #химфак #спбгу #онлайнрепетитор #егэпохимии",0,114,1679986801
53674,-151956597,1,0,"☑ 28 марта - 16 мая
Место: Санкт-Петербургский Государственный Университет | СПбГУ (Научная библиотека им. М. Горького)
Сайт: https://spbu.ru/
Адрес: Университетская наб., 7-9 (ⓂВасилеостровская | ⓂСпортивная-2)
Время: 🕔17:00

Серия премьерных показов документальных фильмов из цикла «Отражения» |22 февраля - 16 мая|

Это фильмы-портреты в основе которых - интервью-монолог с преподавателями старейшего петербургского университета

Точка отсчета каждого фильма - профессия собеседников
С разговора о ней мы начинаем писать портрет человека

Формат предполагает:
- показ фильма
- его обсуждение
- творческую встречу с героем

Медиацентр СПбГУ представляет:
☑ 28 марта - Павел Хан
☑ 11 апреля - Александр Бутягин
☑ 25 апреля - По обе стороны зеркала. Фильм о том, как создавались новые серии цикла с участием всех героев проекта 2022-2023 годов
☑ 16 мая - Художники кино и телевидения. Фильм, представляющий первые 12 серий цикла - производства 2021-2022 годов

ℹ Внимание:
💲вход свободный
* гостям необходимо иметь с собой паспорт
- контакты: 📞 328-2000 / 🌀 spbu@spbu.ru
- официальные страницы социальных сетей:
* https://vk.com/spb1724 |СПбГУ|
* https://vk.com/club194576344 |Научная библиотека им. М. Горького|
* https://vk.com/kiospbu |Клуб Иностранных Обучающихся СПбГУ|
* https://vk.com/arts.spbu |Факультет Искусств СПбГУ|
* https://vk.com/dance.spbu |Танцевальная студия СПбГУ|
* https://vk.com/design.spbu |Кафедра дизайна (графический дизайн) СПбГУ|
* https://vk.com/dpi_spbu |Декоративно-прикладное искусство СПбГУ|
* https://vk.com/dpi_spbu |СПбГУ ДПИ|
- фотоальбомы:
* https://vk.com/album-151956597_247936692 |Санкт-Петербургский государственный университет|
* https://vk.com/album-91462882_261029849 |Менделеевский центр СПбГУ|

#СанктПетербургскийГосударственныйУниверситет
vk.com/spb1724 
#спбгу 
#кеб20190225
vk.com/afisha.spbu
#Университетская7 
#кеб20191029
#НаучнаяБиблиотекаГорького
vk.com/club194576344 
#МедиаЦентрСПбГУ
#мегаполис20230328",0,68,1679933100
5829,-105699871,14,2,"Специалист по правовым делам детектив [id144333518|Авокадий] пытается разгадать новое дело в своей карьере: в Петергофе появился странный субъект, что сводит людей с ума, а байки о нём пугают самых слабонервных. 👣 
 
Авокадий сталкивается со множеством тайн и загадок по ходу дела и разбора улик: 
— Что за система ЕПТ, по которой работает преступник? 
— Что за документы были найдены на местах его преступлений? 
— Что за аббревиатуры ТК и СанПиН оставляет субъект после себя? 
— Кто же, всё-таки, этот субъект?
... и огромное количество других вопросов встаёт перед Авокадием... 
 
📅 28 марта (вт), 18:00 
📍 Матмех, аудитория 2520 
 
Завтра мы все вместе постараемся докопаться до правды и разобрать все вопросы и даже больше. 
Ни один преступник не останется в тени! 💪 
 
#СПО_Сказка #СПбГУ #ШСО_СПбГУ #СПО #СПбСО #СПб #ШВМ #Юридические_основы",2,471,1679930820
52173,-52298374,969,446,"Что делать с тем, что человечество переходит от книг к видео, как фильтровать информацию и о проблемах малочитающих людей — узнаете в беседе с директором Института когнитивных исследований #СПбГУ, профессором Татьяной Черниговской.",0,49333,1679930100
4586,-108932908,28,6,"🔥 26 марта 2023 года в [club148715602|бассейне] #СПбГУ прошел Чемпионат СПбГУ по плаванию. В программу соревнований вошли заплывы в категориях «Любители» и «Профи», а также товарищеский матч по водному поло

Чемпионы СПбГУ
🏆Чуева Полина (Физическая культура, 4 курс) 
🏆Рудяк Евгений (Физическая культура, 2 курс) 

Победители в категории «Любители» 

🥇Субботина Екатерина (Международная журналистика, 1 курс)
🥇Пампур Даниил (Почвоведение, 4 курс) 

Победители в категории «Профи» на дистанциях

Баттерфляй 50 метров 
🥇Кудрявцева Александра (Физическая культура, 1 курс) 
🥇Литвинов Никита (Экономика, 1 курс) 

Брасс 50 метров 
🥇Чуева Полина (Физическая культура, 4 курс) 
🥇Захаров Михаил (Менеджмент, 1 курс) 

Вольный стиль 50 метров 
🥇Кудрявцева Александра (Физическая культура, 1 курс) 
🥇Рудяк Евгений (Физическая культура, 2 курс)

#СПбГУспорт
#SPbUsport",0,1888,1679927712
3252,157856992,53,2,"Стрельбы 28 из 30 
День удался

#СПбГУ",8,1421,1679922145
52170,-52298374,13,0,"Стать адвокатом, освоить современные методики обучения иностранным языкам или погрузится в сферу IT-технологий — рассказываем о новых образовательных программах #СПбГУ:

🎓«Информатика и вычислительная техника»: https://vk.cc/cmDlz3.

Математика и информатика, теория вероятностей, программирование, структурное мышление, анализ информации, выдвижение гипотез и подготовка выводов — вы сможете не только закрепить полученные компетенции, но и сформировать представление о жизненном цикле проекта в сфере искусственного интеллекта, наработать крайне необходимые в IT-сфере soft skills.

🎓«Преподаватель профессионально ориентированного иностранного языка в высшей школе»: https://vk.cc/cmDlNU.

Выпускники готовы обучать иностранному языку взрослую аудиторию — студентов неязыковых вузов всех уровней или слушателей языковых курсов (в том числе проводить корпоративное обучение).

🎓«Адвокатская деятельность»: https://vk.cc/cmDlXi.

Программа даст возможность студентам погрузиться в профессию и узнать все секреты адвокатуры изнутри, уже в первом семестре устроившись работать стажером адвоката.

🎓«Цифровые технологии в химии»: https://vk.cc/cmDmnb.

Магистранты освоят машинное обучение и базы данных, позволяющие предсказывать свойства неизученных органических молекул и наноматериалов, практическую квантовую биохимию, основные процессы химической технологии, узнают о технологии цифровых двойников.",0,3650,1679915700
933,-155408194,14,3,"Neoflex на [https://vk.com/piylf|ПММФТ]: помогаем студентам выходить на рынок труда 🚀

15-17 марта стали частью Петербургского Международного Молодёжного Форума Труда в [https://vk.com/spb1724|СПбГУ]. Более 1600 студентов с горящими глазами из 60 универов встретились с более чем 30 работодателями в поисках молодых талантов. Однозначно, произошла химия ⚡

Много общались с участниками на Ярмарке вакансий, а на форуме обсуждали горизонты молодежного рынка труда. Андрей Рябикин, директор нашего филиала в Санкт-Петербурге, рассказал о том, как попасть в IT через Учебный центр Neoflex и дал карьерные советы для успешных собеседований: корректно оформлять профиль на GitHub, развивать насмотренность и опыт в pet-проектах, участвовать в хакатонах. Берите на заметку! 😉

Также на конференции выступил наш ведущий аналитик Родион Шмигирилов с докладом о прикладной аналитике. Слушатели узнали, какие ошибки совершают начинающие и даже опытные аналитики.

Мы получили максимальное удовольствие от общения с умными и амбициозными студентами. Надеемся, что помогли вам стать на шаг ближе к карьере в IT. Точно увидимся с кем-то из вас в Neoflex в скором времени! 👋

#пммфт #пммфт2023 #спбгу #денькарьерыСПБГУ",0,2216,1679914662
2405,-176553372,29,4,"#повидло_новостное

Без песен мир тесен 🎶

В четверг 23 марта бойцы «Повидла» отправились в Дом молодёжи Санкт-Петербурга, чтобы принять участие в самом вечернем и самом песенном мероприятии СПбСО, — да-да, речь, конечно же, о [club1387643|Вечере Песни студенческих отрядов]! 

Потрясающие номера, дружелюбная атмосфера, разговоры с давними знакомыми, — вот он, рецепт душевного вечера в чудесной компании. Мы прекрасно провели время вместе, насладились музыкой и вновь вспомнили, что ночь, несомненно, пройдет, пройдет пора ненастная... 

Солнце взойдет! ☀️

#ССхО_Повидло #СПбГУ #ШСО_СПбГУ #ССхО_СПб #СПбСО",2,807,1679911202
1935,-194037850,37,12,"Музей-архив Д.И. Менделеева подготовил виртуальную выставку на платформе izi.Travel «».

 В 1881 году появилась на свет старшая дочь Дмитрия Ивановича Менделеева и его второй супруги Анны Ивановны - будущая Прекрасная Дама Поэзии Серебряного Века, талантливая актриса, историк русского балета и классического танца - Любовь Дмитриевна Менделеева-Блок. Воспетая в стихах своего супруга Александра Блока Любовь Дмитриевна искала своего пути в жизни, в искусстве, училась на знаменитых Бестужевских курсах, после их окончания - сценическому мастерству у актрисы Александринского театра - А. М. Читау. Играла в труппе В. Э. Мейерхольда в театре В. Ф. Комиссаржевской, а также на провинциальной сцене. Позже посвятила себя изучению истории классического танца, собирала материалы по истории балета. Изучала школу преподавания А. Я. Вагановой. Давала уроки актерского мастерства. На протяжении всей жизни Любови Дмитриевны искусство театра обладало для нее властной притягательной силой. В последние годы жизни она работала над книгой по истории балета, оставшейся в рукописи. 
 
На выставке, приуроченной Ко Всемирному дню театра, показаны фотографии Л. Д. Менделеевой из фондов Музея-архива Д.И. Менделеева СПбГУ. 
 
Выставка доступна по ссылке: 
https://izi.travel/ru/browse/9c1d433e-ee7b-4529-9993-c6410344343e/ru 
 
#СПбГУ #Музей_Менделеева_СПбГУ #Менделеев #Менделеев_выставка",3,825,1679904060
2156,6266114,63,0,"Все-таки я тормоз!

Ну как я не написала здесь заране, не пригласила вас на онлайн трансляцию выступления моей младшей дочурки на полуфинале Всероссийского конкурса Лиги Лекторов?! Зачем ещё нужны соцсети! И друзья!

Во-первых, можно было похвастаться дочерью, умницей и красавицей. Во-вторых, это было на удивление интересно и ООчень позитивно заряжено. В-третьих, ей нужны были голоса для поддержки.  

Не сказала еще про тему  - СЧАСТЬЕ🤣🤣💪

Послушав чудесных ребят со всего Северо-Запада, я подумала, что будь я в жюри, я бы включила ещё один параметр оценки докладчиков - вдохновение и блеск в глазах, положительные эмоции и градус счастья в аудитории.

Спасибо всем друзьям, кто был на трансляции и поставил Полине высокие оценки в голосовании. 

Мать горда! 😇 . Семья - ликует! 

Я выложу видео выступление, спасибо другу Максу за запись! Послушайте на досуге.🌹. Не заскучаете! 👍🤩

#спбгу #обществознание #лигалекторов #610",12,658,1679902124
52165,-52298374,39,50,"Учить английский с помощью кино — отличный способ прокачать свои языковые навыки! 

Делимся подборкой короткометражных фильмов для расширения vocabulary, а для тренировки speaking приглашаем на киновикторину Movie Quiz, которая пройдёт в рамках [club31711459|Английского клуба] #СПбГУ 30 марта: https://vk.cc/cmlvC9.

Награда команде победителей — три билета в кино.

Вход свободный!

🎞«Love at First Sight», 2010 — самая обыкновенная история любви, которая вас точно удивит
🎞«The Neighbors' Window», 2019 — незатейливый сюжет, который подскажет, в чëм же смысл жизни
🎞«The Red Suitcase», 2022 — происходящее в фильме будет держать вас в напряжении на протяжении всего просмотра
🎞«The Silent Child», 2017 — заставит задуматься, кто должен нести ответственность за судьбу ребёнка
🎞«The Smile Man», 2013 — вы не сможете не улыбнуться

Приятного просмотра!",0,5297,1679900641
1507,-168790975,44,13,"РАСПИСАНИЕ экскурсий и занятий в Ботаническом саду на АПРЕЛЬ🌴
 
🌱1 апреля, суббота 
13.00 – «Разнообразие тропических растений в оранжерее Сада», экскурсия в оранжерее Ботанического сада. Продолжительность 1 час. 
15.00 – «Разнообразие тропических растений в оранжерее Сада», экскурсия в оранжерее Ботанического сада. Продолжительность 1 час. 
 
🌱6 апреля, четверг 
16.00 – «Разнообразие субтропических растений в оранжерее Сада» экскурсия в оранжерее Ботанического сада. Продолжительность 1 час. 
 
🌱8 апреля, суббота 
12.00 – Ботанический мастер-класс и экскурсия по теме «Папоротники и другие споровые растения». Занятия проводятся для организованных групп школьников 1 – 8 классов (до 10 человек + сопровождающий) по предварительной записи. Стоимость 5500 рублей, продолжительность 1 час 20 минут 
14.00 – «Разнообразие субтропических растений в оранжерее Сада» экскурсия в оранжерее Ботанического сада. Продолжительность 1 час. 
16.00 – «Разнообразие тропических растений в оранжерее Сада», экскурсия в оранжерее Ботанического сада. Продолжительность 1 час. 
 
🌱13 апреля, четверг 
16.00 – Экскурсия «Разнообразие субтропических растений в оранжерее Сада». Продолжительность 1 час. 
 
🌱15 апреля, суббота 
12.00 – «Разнообразие тропических растений в оранжерее Сада», экскурсия в оранжерее Ботанического сада. Продолжительность 1 час. 
14.00 – «Разнообразие тропических растений в оранжерее Сада», экскурсия в оранжерее Ботанического сада. Продолжительность 1 час. 
 
🌱22 апреля, суббота 
12.00 – Ботанический мастер-класс и экскурсия по теме «Папоротники и другие споровые растения». Занятия проводятся для организованных групп школьников 1 – 8 классов (до 10 человек + сопровождающий) по предварительной записи. Стоимость 5500 рублей, продолжительность 1 час 20 минут 
14.00 – «Разнообразие тропических растений в оранжерее Сада», экскурсия в оранжерее Ботанического сада. Продолжительность 1 час. 
16.00 – «Разнообразие тропических растений в оранжерее Сада», экскурсия в оранжерее Ботанического сада. Продолжительность 1 час. 
 
🌱29 апреля, суббота 
12.00 – Ботанический мастер-класс и экскурсия по теме «Папоротники и другие споровые растения». Занятия проводятся для организованных групп школьников 1 – 8 классов (до 10 человек + сопровождающий) по предварительной записи. Стоимость 5500 рублей, продолжительность 1 час 20 минут 
14.00 – «Разнообразие тропических растений в оранжерее Сада», экскурсия в оранжерее Ботанического сада. Продолжительность 1 час. 
16.00 – «Разнообразие тропических растений в оранжерее Сада», экскурсия в оранжерее Ботанического сада. Продолжительность 1 час.
 
📌Оплата экскурсий и занятий осуществляется на официальном сайте СПбГУ: https://pay.spbu.ru/garden/ (с указанием даты экскурсии). Если возникли вопросы или проблемы в осуществлении оплаты, обязательно напишите в сообщения группы или в комментариях. Мы на связи! 
 
 Задать вопросы или записать группу можно по ☎ 8 (921) 401-44-78 Еще раз обращаем ваше внимание, что ботанические мастер-классы проводятся только для организованных групп! 
 
📍За 10 минут до начала экскурсии вас будет встречать представитель Сада на главном входе в здание 12 коллегий (Менделеевская линия, 2). 
 
#БотаническийСадСПбГУ #СПбГУ #ПланЭкскурсий #ботсадспбгу #экскурсиивботсадспбгу",7,1548,1679895174
8372,-68168267,4,0,"Дорогие выпускники факультета ПМ-ПУ.
Не можем не поделиться с Вами информацией, которую узнали из группы ваших инициативных ""однофакультетников"".
Мы были рады участвовать в организации некоторых из ваших, всегда грандиозных, встреч.
Уверены, каждый из вас, кто примет участие в празднике в этом году, получит массу позитива и максимум пользы.
Не пропустите возможность пообщаться со старыми (всегда молодыми) друзьями и преподавателями! 
#ПМ-ПУ #alumni
#СПбГУ",0,1042,1679852208
